Cidade,Ano,Fonte Energia,Indústria Predominante,Clima,Consumo MWh,Custo Unitário USD,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,População Cidade
Tóquio,2022,Nuclear,Mineração,Desértico,42126,21,84874,"0,0267",801544,3206,9169198,13716643
Osaka,2019,Carvão,Financeiro,Temperado,15064,17,331734,"0,1339",861303,2756,239857,4515309
Londres,2017,Solar,Turismo,Tropical,19129,2,78493,"0,1935",347900,1959,3677297,1074514
Paris,2016,Solar,Turismo,Temperado,44823,24,33613,"0,8973",736141,1403,8609483,12413937
Toronto,2022,Nuclear,Mineração,Mediterrâneo,20797,11,356230,"0,1537",610558,1934,4438738,6923458
Vancouver,2023,Eólica,Tecnologia,Mediterrâneo,35524,6,209060,"0,3797",706381,435,4316728,7230328
Sydney,2021,Nuclear,Manufatura,Temperado,10564,7,174761,"0,5132",515363,529,143657,18981063
Melbourne,2019,Carvão,Tecnologia,Mediterrâneo,22684,8,208474,"0,2592",499145,2256,3848534,969128
Cidade do México,2017,Solar,Tecnologia,Temperado,9592,22,296413,"0,3103",270216,743,182203,1411723
Moscou,2023,Solar,Manufatura,Temperado,28416,22,139760,"0,7275",638773,1196,5250667,12087830
Nova York,2015,Carvão,Financeiro,Frio,6246,9,402319,"0,6274",290695,647,1048027,1457709
Los Angeles,2019,Hidrelétrica,Turismo,Desértico,7856,9,60406,"0,1139",981813,4927,1738877,16511070
São Paulo,2018,Solar,Tecnologia,Frio,46333,25,71898,"0,0649",566446,2686,11008536,19865954
Rio de Janeiro,2017,Gás Natural,Turismo,Desértico,46667,7,426204,"0,1148",779922,4953,8953231,8664275
Berlim,2022,Nuclear,Manufatura,Temperado,34107,14,422463,"0,4019",993575,2447,6004487,9737303
Munique,2020,Gás Natural,Manufatura,Frio,14677,6,41726,"0,3804",518696,4823,1231913,18545215
Mumbai,2021,Solar,Agronegócio,Mediterrâneo,669,22,420685,"0,5926",143113,4772,61078,3168197
Nova Délhi,2017,Hidrelétrica,Tecnologia,Frio,15389,11,153310,"0,8964",422173,2783,1579733,4906253
Pequim,2019,Solar,Financeiro,Desértico,14182,2,454954,"0,6978",978853,786,1769552,17190266
Xangai,2016,Gás Natural,Manufatura,Tropical,49458,25,27999,"0,2546",184750,1981,7074371,1916782
Tóquio,2019,Solar,Financeiro,Mediterrâneo,47038,21,288958,"0,4015",234243,376,8738193,12303705
Osaka,2016,Carvão,Mineração,Temperado,9114,5,267196,"0,5944",652173,3395,341973,8084330
Londres,2019,Gás Natural,Tecnologia,Mediterrâneo,40826,7,394793,"0,8714",592412,1694,7706193,17428574
Paris,2019,Carvão,Tecnologia,Frio,23155,21,147559,"0,3769",495028,2259,1206104,19507694
Toronto,2017,Gás Natural,Agronegócio,Frio,13648,24,55447,"0,0529",112845,4267,2995788,13824592
Vancouver,2022,Hidrelétrica,Agronegócio,Temperado,10632,7,226496,"0,1364",515963,913,1257111,18193826
Sydney,2023,Gás Natural,Mineração,Tropical,45227,8,371509,"0,3102",354088,279,6262038,9488907
Melbourne,2019,Gás Natural,Tecnologia,Temperado,47881,17,372080,"0,7657",477568,501,8730037,12364257
Cidade do México,2016,Nuclear,Mineração,Temperado,35101,9,148834,"0,0127",643817,97,385959,10425831
Moscou,2021,Eólica,Agronegócio,Tropical,28335,25,186355,"0,8002",322249,1565,3878585,3681594
Nova York,2016,Nuclear,Agronegócio,Tropical,7424,11,6235,"0,6079",984891,1613,828087,9073420
Los Angeles,2023,Carvão,Financeiro,Temperado,32502,12,71354,"0,1702",40504,1686,4717394,17125002
São Paulo,2023,Carvão,Manufatura,Mediterrâneo,39877,8,6976,"0,8546",780122,3671,8125505,17091174
Rio de Janeiro,2019,Carvão,Agronegócio,Frio,33920,24,14308,"0,1381",868324,439,6987558,1811024
Berlim,2015,Eólica,Tecnologia,Frio,1059,7,496183,"0,1253",725744,2476,209127,15918619
Munique,2021,Carvão,Mineração,Mediterrâneo,21500,22,203973,"0,6711",20252,1199,1703358,15397940
Mumbai,2018,Hidrelétrica,Turismo,Desértico,16402,5,23804,"0,5744",703788,4818,1376661,5247383
Nova Délhi,2019,Carvão,Financeiro,Mediterrâneo,45054,8,420360,"0,6888",66187,1719,573227,17579787
Pequim,2021,Solar,Tecnologia,Tropical,12282,21,106199,"0,0825",407895,2077,2140727,3215634
Xangai,2018,Gás Natural,Tecnologia,Tropical,11615,7,197291,"0,1329",896471,3776,554734,8298933
Tóquio,2015,Carvão,Turismo,Desértico,13630,16,439043,"0,4337",899159,4602,1643134,16150674
Osaka,2016,Solar,Tecnologia,Tropical,35109,8,474360,"0,7141",988625,366,6281314,10242299
Londres,2023,Hidrelétrica,Turismo,Frio,35828,17,368977,"0,7453",74598,795,425301,17900240
Paris,2017,Gás Natural,Mineração,Frio,12081,7,74884,"0,3427",192615,3662,648056,18405130
Toronto,2018,Nuclear,Tecnologia,Frio,40698,8,106934,"0,4508",185444,1385,1623701,8887154
Vancouver,2019,Gás Natural,Manufatura,Tropical,3941,7,45541,"0,0362",515094,3304,615711,5431380
Sydney,2022,Carvão,Financeiro,Tropical,44324,8,113563,"0,2934",75054,4664,5671119,4289466
Melbourne,2022,Eólica,Manufatura,Frio,22924,11,415046,"0,7723",923724,1588,2272721,6314732
Cidade do México,2020,Hidrelétrica,Mineração,Temperado,46254,2,273522,"0,7301",946920,3303,2375305,3687376
Moscou,2016,Eólica,Tecnologia,Desértico,8484,9,377341,"0,2863",651882,3621,1045889,15224898
Nova York,2017,Solar,Manufatura,Mediterrâneo,7073,13,59775,"0,8755",290307,3219,259587,13805206
Los Angeles,2018,Nuclear,Financeiro,Desértico,7141,1,308825,"0,1367",117454,1101,168606,6042564
São Paulo,2019,Gás Natural,Financeiro,Desértico,20700,13,128202,"0,4745",614088,792,3204609,5805550
Rio de Janeiro,2023,Carvão,Turismo,Tropical,18323,5,343589,"0,5375",885327,2842,3938962,15493668
Berlim,2016,Gás Natural,Financeiro,Mediterrâneo,24428,19,93190,"0,5376",444153,3537,5157367,13809948
Munique,2016,Eólica,Turismo,Mediterrâneo,11400,11,112933,"0,5276",484936,562,2619885,7630657
Mumbai,2022,Solar,Mineração,Frio,25458,9,183881,"0,3651",320091,3203,2502111,7489943
Nova Délhi,2023,Solar,Mineração,Desértico,37174,7,212795,"0,1971",922025,2567,4058144,17603100
Pequim,2023,Nuclear,Manufatura,Frio,16952,5,400427,"0,5564",931184,1367,3283489,4271694
Xangai,2019,Nuclear,Mineração,Mediterrâneo,48914,9,360832,"0,3742",133276,272,7211606,19255185
Tóquio,2021,Hidrelétrica,Agronegócio,Tropical,7894,16,50902,"0,4742",369816,1698,1165617,2617161
Osaka,2017,Solar,Mineração,Desértico,7903,24,402159,"0,6766",670302,4968,1668549,15218261
Londres,2019,Gás Natural,Agronegócio,Temperado,29187,9,271321,"0,3399",21124,4049,1797128,16057197
Paris,2017,Hidrelétrica,Manufatura,Desértico,26293,25,333006,"0,6389",267923,1043,3842449,13401384
Toronto,2018,Gás Natural,Mineração,Desértico,29378,8,133561,"0,7175",897207,3213,5226272,13536620
Vancouver,2021,Solar,Financeiro,Temperado,43584,8,21715,"0,6765",256325,4464,247647,1093326
Sydney,2022,Solar,Mineração,Mediterrâneo,10987,6,325242,"0,0163",418016,219,575601,3623756
Melbourne,2015,Gás Natural,Financeiro,Temperado,44317,1,320711,"0,0328",319331,121,656665,19974597
Cidade do México,2021,Gás Natural,Manufatura,Mediterrâneo,17118,9,204829,"0,4717",359220,229,2744078,7000472
Moscou,2016,Gás Natural,Manufatura,Desértico,16228,22,425294,"0,5166",440932,3298,2212718,16391367
Nova York,2017,Solar,Manufatura,Desértico,31154,19,307661,"0,6913",756446,4244,255378,2872132
Los Angeles,2021,Solar,Mineração,Temperado,39694,8,480415,"0,4999",137933,2945,4836049,2601612
São Paulo,2023,Hidrelétrica,Manufatura,Temperado,46179,21,81370,"0,7828",21259,417,9199636,12013801
Rio de Janeiro,2015,Hidrelétrica,Turismo,Temperado,1689,2,56003,"0,3016",690953,203,357024,14638067
Berlim,2023,Eólica,Financeiro,Temperado,31286,8,110082,"0,1451",552814,1885,4047805,3793341
Munique,2023,Eólica,Financeiro,Frio,15041,21,488650,"0,7744",950811,2441,220868,15923813
Mumbai,2018,Solar,Tecnologia,Desértico,1465,21,168083,"0,7665",175738,3956,165173,18125412
Nova Délhi,2021,Nuclear,Mineração,Temperado,19930,19,322141,"0,4708",751059,4833,550319,14105781
Pequim,2022,Eólica,Agronegócio,Mediterrâneo,37594,21,109237,"0,4812",782610,4997,2361361,5600718
Xangai,2020,Hidrelétrica,Tecnologia,Tropical,19323,23,224840,"0,5476",939444,2423,3917643,16095457
Tóquio,2015,Carvão,Turismo,Tropical,33324,21,417503,"0,1608",730690,3822,4774936,15188679
Osaka,2022,Carvão,Turismo,Frio,25294,24,6161,"0,6745",929388,4115,1525727,2391308
Londres,2016,Gás Natural,Turismo,Mediterrâneo,6089,24,473402,"0,5456",838737,3503,482923,6337567
Paris,2023,Hidrelétrica,Agronegócio,Frio,17625,16,258749,"0,055",252574,4157,1864828,1957606
Toronto,2022,Eólica,Agronegócio,Frio,35283,1,165880,"0,5973",917074,246,594643,3880073
Vancouver,2018,Gás Natural,Manufatura,Desértico,38620,7,453406,"0,7136",308331,4731,7179035,16938924
Sydney,2020,Solar,Agronegócio,Desértico,30678,16,330037,"0,2787",695879,378,5869088,900338
Melbourne,2017,Hidrelétrica,Agronegócio,Tropical,43326,21,189136,"0,2582",791373,2144,346685,14837887
Cidade do México,2020,Nuclear,Financeiro,Temperado,44529,17,253438,"0,1194",837596,1396,5704105,13806111
Moscou,2021,Eólica,Financeiro,Mediterrâneo,12375,14,169192,"0,5389",359452,906,679496,19358203
Nova York,2021,Carvão,Agronegócio,Mediterrâneo,7749,18,443604,"0,4031",781453,2319,704976,10397483
Los Angeles,2021,Gás Natural,Financeiro,Frio,28156,17,87388,"0,3123",210222,1348,1547441,4748172
São Paulo,2018,Eólica,Financeiro,Tropical,5571,19,481501,"0,1452",188776,3835,929404,13814960
Rio de Janeiro,2020,Nuclear,Turismo,Frio,42055,14,242010,"0,0675",892263,266,4616847,11136879
Berlim,2016,Solar,Mineração,Mediterrâneo,40798,17,206186,"0,6175",296395,4383,9763409,9793716
Munique,2021,Gás Natural,Manufatura,Temperado,7430,2,462640,"0,5453",495721,697,1198681,2959289
Mumbai,2016,Solar,Financeiro,Frio,1908,9,194046,"0,5979",918369,4688,39704,15705388
Nova Délhi,2020,Solar,Turismo,Mediterrâneo,23145,12,265465,"0,7335",62777,4269,2930704,2505322
Pequim,2021,Eólica,Turismo,Tropical,35243,7,395560,"0,5664",919003,235,3267643,17293301
Xangai,2017,Carvão,Manufatura,Tropical,12853,19,429461,"0,0788",120495,4102,15729,7553234
Tóquio,2021,Carvão,Manufatura,Temperado,19607,13,201006,"0,5274",841699,3956,2879971,868469
Osaka,2016,Eólica,Manufatura,Desértico,22421,7,70729,"0,7517",700701,4986,1135217,15860819
Londres,2020,Solar,Agronegócio,Tropical,38205,17,46329,"0,6158",704574,481,1162654,18963782
Paris,2015,Hidrelétrica,Agronegócio,Tropical,42429,18,297220,"0,3224",846765,2541,10129352,11816208
Toronto,2015,Eólica,Tecnologia,Mediterrâneo,12522,8,444211,"0,4651",415556,176,1228567,9049823
Vancouver,2023,Hidrelétrica,Tecnologia,Mediterrâneo,35492,1,270395,"0,4779",899413,288,7620288,8263528
Sydney,2015,Hidrelétrica,Manufatura,Temperado,12392,11,67713,"0,3053",167423,2089,2199412,19078266
Melbourne,2020,Carvão,Turismo,Frio,42392,21,482650,"0,2469",374154,3096,914844,4328482
Cidade do México,2022,Solar,Agronegócio,Desértico,18897,9,241845,"0,3526",607054,1658,3009015,8916574
Moscou,2019,Hidrelétrica,Tecnologia,Frio,2945,13,184870,"0,7436",202324,357,203484,1420561
Nova York,2016,Gás Natural,Manufatura,Frio,10027,21,263976,"0,3171",362214,4753,1920167,14774302
Los Angeles,2020,Carvão,Manufatura,Temperado,15399,6,134114,"0,4758",403356,4263,2964348,6437536
São Paulo,2020,Eólica,Manufatura,Frio,35459,2,356154,"0,2004",18842,676,488675,7079398
Rio de Janeiro,2015,Nuclear,Manufatura,Mediterrâneo,19551,14,386227,"0,6826",589946,3809,263262,18929804
Berlim,2016,Solar,Manufatura,Frio,6909,2,490763,"0,1162",107237,2397,445616,17505621
Munique,2020,Solar,Agronegócio,Desértico,4380,14,352421,"0,7551",311982,2183,560459,10387302
Mumbai,2015,Nuclear,Financeiro,Desértico,3574,14,118140,"0,0853",28553,413,520699,18665349
Nova Délhi,2016,Carvão,Turismo,Desértico,33535,7,114960,"0,7397",926921,482,7278589,9054271
Pequim,2017,Nuclear,Financeiro,Frio,15619,11,158042,"0,0116",907959,4461,3854433,4088089
Xangai,2016,Gás Natural,Turismo,Frio,18710,21,224979,"0,0303",588161,1089,1707252,7866941
Tóquio,2015,Nuclear,Manufatura,Mediterrâneo,42450,17,355958,"0,4095",943834,2765,1070685,5349930
Osaka,2020,Gás Natural,Agronegócio,Temperado,7296,13,323385,"0,7917",956874,785,832631,19766327
Londres,2017,Eólica,Tecnologia,Temperado,29835,25,423727,"0,3879",41138,969,5062821,5103473
Paris,2017,Hidrelétrica,Financeiro,Frio,8476,25,143285,"0,7362",411668,2025,1418278,16508782
Toronto,2022,Nuclear,Turismo,Mediterrâneo,3890,22,430003,"0,1792",989281,3941,303869,14678631
Vancouver,2023,Solar,Turismo,Tropical,8658,18,410513,"0,1691",599424,3378,1364105,12934483
Sydney,2019,Nuclear,Manufatura,Desértico,11386,14,318751,"0,8854",697160,251,1291794,3124902
Melbourne,2021,Solar,Agronegócio,Temperado,13035,18,331112,"0,1113",979750,1038,1973085,3760111
Cidade do México,2019,Nuclear,Mineração,Tropical,24113,23,93222,"0,1981",232142,3919,3883591,7760495
Moscou,2015,Nuclear,Financeiro,Mediterrâneo,11903,22,237805,"0,4707",797579,2659,282364,18113465
Nova York,2017,Eólica,Tecnologia,Tropical,24742,5,29855,"0,2346",256628,1234,2960361,7776101
Los Angeles,2016,Solar,Turismo,Frio,10185,17,475516,"0,6773",600420,2578,40022,16209211
São Paulo,2016,Hidrelétrica,Manufatura,Desértico,8067,24,205338,"0,0405",528043,731,928225,10533612
Rio de Janeiro,2017,Eólica,Manufatura,Desértico,9871,8,268089,"0,2693",360379,708,275681,11597160
Berlim,2020,Gás Natural,Mineração,Mediterrâneo,31415,1,344202,"0,6262",667110,4237,7023385,15536043
Munique,2018,Carvão,Manufatura,Mediterrâneo,22688,23,207832,"0,5045",307249,2361,2478395,12379375
Mumbai,2022,Nuclear,Tecnologia,Desértico,46203,9,100597,"0,0432",359457,445,8843394,2651346
Nova Délhi,2022,Solar,Manufatura,Mediterrâneo,27397,24,179970,"0,6114",876651,2217,4983753,11403968
Pequim,2016,Eólica,Turismo,Tropical,29061,12,325889,"0,5588",634867,842,210184,1450856
Xangai,2022,Hidrelétrica,Tecnologia,Tropical,23010,23,219587,"0,6924",387812,2748,4883625,9752780
Tóquio,2018,Nuclear,Tecnologia,Mediterrâneo,49175,18,364690,"0,1567",407827,46,9685381,5659501
Osaka,2021,Carvão,Manufatura,Temperado,16378,2,126938,"0,1273",917233,2507,2607411,10452266
Londres,2016,Carvão,Mineração,Temperado,15267,14,361455,"0,7983",454627,3017,226663,5460709
Paris,2023,Solar,Financeiro,Temperado,12770,8,4910,"0,0853",790241,131,2361117,4311782
Toronto,2019,Gás Natural,Financeiro,Tropical,14728,24,130564,"0,5179",836084,3546,320931,7845220
Vancouver,2019,Gás Natural,Financeiro,Temperado,15276,22,211062,"0,5803",893440,186,3722693,10701620
Sydney,2016,Gás Natural,Financeiro,Desértico,30830,13,51354,"0,4689",455627,3382,614359,17934162
Melbourne,2022,Gás Natural,Agronegócio,Desértico,46504,5,321653,"0,4084",505057,673,9889109,12554535
Cidade do México,2015,Nuclear,Financeiro,Mediterrâneo,42112,17,401444,"0,4247",102307,229,2920773,6705174
Moscou,2021,Gás Natural,Manufatura,Tropical,1959,11,488635,"0,4678",409688,2687,41114,13992479
Nova York,2021,Carvão,Agronegócio,Mediterrâneo,29228,12,7668,"0,6793",304014,4033,2698633,18025307
Los Angeles,2021,Nuclear,Financeiro,Mediterrâneo,19065,13,111499,"0,4643",377675,63,283257,5358501
São Paulo,2017,Solar,Turismo,Frio,22978,2,403983,"0,4908",622079,2667,876534,9653072
Rio de Janeiro,2023,Hidrelétrica,Agronegócio,Frio,20946,8,187083,"0,8549",771752,1566,4489783,10844219
Berlim,2017,Solar,Mineração,Temperado,7798,17,93231,"0,8785",599209,2168,962281,13773661
Munique,2018,Gás Natural,Agronegócio,Frio,44635,9,73844,"0,0683",261149,4061,7408376,6023501
Mumbai,2017,Hidrelétrica,Agronegócio,Mediterrâneo,13390,23,264990,"0,1717",535330,3753,228478,12319830
Nova Délhi,2020,Gás Natural,Manufatura,Mediterrâneo,10149,17,179954,"0,7209",709319,2536,730732,6098533
Pequim,2019,Gás Natural,Financeiro,Desértico,5199,14,196917,"0,3532",417914,4333,853928,5665011
Xangai,2018,Nuclear,Turismo,Mediterrâneo,9384,17,397306,"0,6656",752898,4947,883861,18917575
Tóquio,2015,Eólica,Manufatura,Temperado,40655,13,184206,"0,0686",996672,1762,8001806,9013984
Osaka,2017,Gás Natural,Financeiro,Temperado,36502,8,462763,"0,4836",286705,542,825683,8797176
Londres,2023,Solar,Tecnologia,Temperado,16509,13,173807,"0,3878",466918,255,1774535,8291691
Paris,2019,Carvão,Agronegócio,Desértico,21655,2,406409,"0,6984",744786,4049,1274787,4267066
Toronto,2015,Eólica,Agronegócio,Mediterrâneo,13401,12,193541,"0,1625",889180,1415,2395353,12431202
Vancouver,2020,Gás Natural,Agronegócio,Tropical,28204,24,391579,"0,3915",835447,2242,724429,16736582
Sydney,2019,Solar,Manufatura,Tropical,11739,9,363452,"0,3757",963997,2542,31974,13843493
Melbourne,2019,Hidrelétrica,Agronegócio,Temperado,10724,1,121633,"0,3338",158597,42,2041807,19130847
Cidade do México,2017,Gás Natural,Mineração,Mediterrâneo,42516,15,181685,"0,6485",434774,215,756841,4547737
Moscou,2021,Gás Natural,Mineração,Temperado,9368,22,37719,"0,6053",981217,2679,1209325,14419094
Nova York,2018,Hidrelétrica,Agronegócio,Tropical,6340,9,102483,"0,6143",702478,4409,50378,15690823
Los Angeles,2015,Solar,Mineração,Desértico,7205,6,297992,"0,2274",788219,472,1219577,10995700
São Paulo,2023,Solar,Financeiro,Temperado,29802,18,492660,"0,0496",64160,3746,4243846,17915532
Rio de Janeiro,2021,Carvão,Mineração,Mediterrâneo,18995,6,286505,"0,1375",385832,2302,2445091,1349915
Berlim,2020,Nuclear,Mineração,Desértico,36247,5,207386,"0,6777",191881,1916,6122975,18769214
Munique,2017,Nuclear,Mineração,Frio,31186,12,156744,"0,4916",97778,3259,4671115,510772
Mumbai,2021,Gás Natural,Financeiro,Mediterrâneo,15779,8,495084,"0,1193",116531,2123,3346123,6501154
Nova Délhi,2021,Carvão,Agronegócio,Temperado,19282,13,404560,"0,6442",618094,1627,4675551,9250011
Pequim,2023,Carvão,Manufatura,Temperado,1513,12,386753,"0,4681",387286,374,194321,18253682
Xangai,2016,Eólica,Tecnologia,Frio,30691,19,488393,"0,4644",836212,1452,3535022,10479908
Tóquio,2019,Nuclear,Mineração,Desértico,23836,8,341521,"0,1679",714316,3112,1242767,14653293
Osaka,2020,Eólica,Agronegócio,Temperado,37953,17,224312,"0,2633",395983,3333,1145089,19598950
Londres,2017,Solar,Mineração,Temperado,1332,16,119949,"0,2999",428867,4507,152807,7804334
Paris,2015,Solar,Turismo,Frio,18587,18,349734,"0,067",558270,568,383176,13827990
Toronto,2020,Carvão,Tecnologia,Mediterrâneo,2021,15,16227,"0,6926",284779,2697,16850,7822561
Vancouver,2023,Solar,Mineração,Desértico,33319,14,415254,"0,4469",627054,4534,7458072,6443146
Sydney,2019,Nuclear,Agronegócio,Temperado,19323,13,190908,"0,8772",212256,364,336846,14024480
Melbourne,2021,Solar,Mineração,Temperado,22375,16,187105,"0,1769",854017,4913,3143095,10796329
Cidade do México,2020,Nuclear,Financeiro,Mediterrâneo,42232,14,268730,"0,3629",103974,3379,4352035,10917749
Moscou,2019,Nuclear,Tecnologia,Desértico,18083,24,382788,"0,1956",408491,4158,1605612,15811192
Nova York,2017,Hidrelétrica,Manufatura,Desértico,43807,23,365282,"0,8644",815045,1136,8551979,14285235
Los Angeles,2016,Gás Natural,Manufatura,Mediterrâneo,44915,11,360000,"0,6483",238909,2205,4524031,12135953
São Paulo,2016,Eólica,Agronegócio,Mediterrâneo,32219,9,68243,"0,6045",221359,4978,1686073,16220597
Rio de Janeiro,2019,Nuclear,Tecnologia,Frio,11086,12,373654,"0,5725",639631,4189,1533782,3905124
Berlim,2023,Eólica,Mineração,Temperado,1909,24,379815,"0,0384",706000,4127,28631,2723953
Munique,2018,Gás Natural,Mineração,Desértico,49017,22,47016,"0,4016",684143,645,5976223,11734821
Mumbai,2020,Nuclear,Tecnologia,Tropical,5228,7,392985,"0,8557",48382,399,602854,16406502
Nova Délhi,2023,Hidrelétrica,Turismo,Desértico,46339,13,325406,"0,8705",183322,1054,857225,13605981
Pequim,2019,Eólica,Agronegócio,Desértico,36396,9,215757,"0,1217",606389,1073,2662695,1824521
Xangai,2015,Solar,Turismo,Tropical,30004,11,432850,"0,0357",99778,907,6834854,8649811
Tóquio,2019,Gás Natural,Mineração,Temperado,17115,1,299014,"0,8502",523246,2932,760806,5756478
Osaka,2020,Nuclear,Mineração,Desértico,8464,2,132762,"0,4279",541435,446,1520531,2492484
Londres,2019,Carvão,Agronegócio,Temperado,21331,17,221227,"0,1625",819629,315,1229262,9786028
Paris,2016,Carvão,Agronegócio,Desértico,9390,13,258071,"0,4891",75238,3411,29948,10793460
Toronto,2020,Hidrelétrica,Turismo,Desértico,15078,2,299346,"0,4252",792844,3144,760978,617812
Vancouver,2018,Hidrelétrica,Manufatura,Mediterrâneo,13086,6,332700,"0,6104",905557,302,1359504,2999839
Sydney,2018,Carvão,Tecnologia,Mediterrâneo,27460,23,250284,"0,3546",181798,456,6430493,2690801
Melbourne,2023,Nuclear,Financeiro,Temperado,4662,13,349342,"0,6241",781619,2052,853571,13496825
Cidade do México,2020,Gás Natural,Manufatura,Tropical,17129,23,57910,"0,2529",773181,4251,3563728,7260873
